Case_ID,Created_Date,Assigned_Date,Resolved_Date,Case_Type,Priority,Assigned_Team,Assigned_Analyst,Routing_Method,Reassignment_Count,Current_Status,SLA_Target_Hours,SLA_Met,Root_Cause,Reopened_Flag,Customer_Segment,Documentation_Gap,Policy_Exception,Historical_Rework_Risk,Estimated_Work_Hours,Assignment_Lag_Hours,Resolution_Hours,Handling_Hours,SLA_Met_Calculated,SLA_Breach_Hours,Score_Case_Type,Score_Priority,Score_Documentation_Gap,Score_Policy_Exception,Score_Rework_Risk,Complexity_Score,Complexity_Band
CS-2026-001239,2026-03-20 10:30:00,2026-03-20 12:38:00,2026-03-22 01:34:00,Benefits Inquiry,Urgent,TEAM-01,AN-004,Auto-Routed,1.0,Resolved,48,Yes,Incorrect initial routing,No,Individual,No,No,No,5.8,2.13,39.07,36.93,Yes,,13,25,0,0,0,38,Moderate
CS-2026-009638,2026-02-19 13:00:00,2026-02-19 16:29:00,2026-02-21 08:03:00,Billing Correction,Standard,TEAM-05,AN-032,Manual Triage,0.0,Resolved,72,Yes,Policy exception required,No,Small Group,No,Yes,No,4.89,3.48,43.05,39.57,Yes,,17,11,0,15,0,43,Moderate
CS-2026-007362,2026-01-29 09:15:00,2026-01-29 11:04:00,2026-02-02 13:19:00,Claims Dispute,High,TEAM-02,AN-014,Auto-Routed,1.0,Resolved,72,No,Missing documentation,No,Mid-Market,Yes,No,No,12.15,1.82,100.07,98.25,No,28.07,26,19,20,0,0,65,High
CS-2026-004647,2026-05-02 09:45:00,2026-05-02 13:40:00,2026-05-03 09:18:00,Claims Dispute,Urgent,TEAM-02,AN-012,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,No,No,No,7.04,3.92,23.55,19.63,Yes,,26,25,0,0,0,51,Moderate
CS-2026-007903,2026-05-07 13:45:00,2026-05-07 18:32:00,2026-05-09 12:55:00,Claims Dispute,Standard,TEAM-02,AN-012,Analyst Self-Select,3.0,Resolved,72,Yes,No issue identified,No,Enterprise,No,No,No,11.74,4.78,47.17,42.38,Yes,,26,11,0,0,0,37,Moderate
CS-2026-010889,2026-01-29 10:00:00,2026-01-29 14:33:00,2026-01-30 09:25:00,Claims Dispute,High,TEAM-02,AN-015,Analyst Self-Select,0.0,Resolved,72,Yes,System data gap,No,Mid-Market,No,No,No,5.6,4.55,23.42,18.87,Yes,,26,19,0,0,0,45,Moderate
CS-2026-004067,2026-02-04 11:00:00,2026-02-04 11:20:00,2026-02-06 21:12:00,Billing Correction,High,TEAM-05,AN-034,Auto-Routed,1.0,Resolved,72,Yes,Policy exception required,No,Mid-Market,No,Yes,No,8.4,0.33,58.2,57.87,Yes,,17,19,0,15,0,51,Moderate
CS-2026-002073,2026-03-14 11:45:00,2026-03-14 13:35:00,2026-03-20 00:24:00,Authorization Review,Low,TEAM-04,AN-024,Manual Triage,0.0,Resolved,48,No,Policy exception required,No,Mid-Market,No,Yes,No,9.44,1.83,132.65,130.82,No,84.65,22,5,0,15,0,42,Moderate
CS-2026-006559,2026-04-10 11:45:00,2026-04-10 12:05:00,2026-04-12 09:28:00,Authorization Review,Standard,TEAM-04,AN-024,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Small Group,No,No,No,3.71,0.33,45.72,45.38,Yes,,22,11,0,0,0,33,Moderate
CS-2026-005262,2026-04-10 16:30:00,2026-04-10 17:59:00,2026-04-14 04:21:00,Coverage Termination,Standard,TEAM-01,AN-001,Auto-Routed,0.0,Resolved,96,Yes,Policy exception required,No,Small Group,No,No,Yes,9.71,1.48,83.85,82.37,Yes,,30,11,0,0,10,51,Moderate
CS-2026-013943,2026-03-30 12:45:00,2026-03-30 14:27:00,2026-04-02 15:08:00,Billing Correction,Standard,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Mid-Market,Yes,Yes,No,12.33,1.7,74.38,72.68,No,2.38,17,11,20,15,0,63,High
CS-2026-005764,2026-02-27 16:15:00,2026-02-27 18:23:00,2026-03-03 04:06:00,Coverage Termination,Low,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,96,Yes,System data gap,Yes,Small Group,No,No,No,6.13,2.13,83.85,81.72,Yes,,30,5,0,0,0,35,Moderate
CS-2026-011154,2026-02-03 17:00:00,2026-02-03 17:30:00,2026-02-04 12:01:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,No,4.09,0.5,19.02,18.52,Yes,,13,11,20,0,0,44,Moderate
CS-2026-013791,2026-06-30 09:15:00,2026-06-30 11:39:00,,Claims Dispute,Standard,TEAM-04,AN-025,Auto-Routed,2.0,Pending Information,72,,,No,Individual,Yes,No,No,14.37,2.4,,,,,26,11,20,0,0,57,High
CS-2026-002730,2026-02-08 12:45:00,2026-02-08 17:36:00,2026-02-09 14:55:00,Enrollment Change,High,TEAM-03,AN-019,Manual Triage,2.0,Resolved,24,No,System data gap,No,Small Group,No,No,No,8.31,4.85,26.17,21.32,No,2.17,9,19,0,0,0,28,Low
CS-2026-001308,2026-02-21 13:00:00,2026-02-21 14:13:00,2026-02-24 12:38:00,Claims Dispute,Standard,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Small Group,No,No,No,5.64,1.22,71.63,70.42,Yes,,26,11,0,0,0,37,Moderate
CS-2026-000479,2026-01-17 09:45:00,2026-01-17 09:46:00,2026-01-18 20:03:00,Benefits Inquiry,Standard,TEAM-01,AN-008,Auto-Routed,1.0,Resolved,48,Yes,Incorrect initial routing,No,Mid-Market,No,No,Yes,5.2,0.02,34.3,34.28,Yes,,13,11,0,0,10,34,Moderate
CS-2026-007774,2026-04-04 07:15:00,2026-04-04 07:41:00,2026-04-05 18:06:00,Enrollment Change,High,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,No,Missing documentation,No,Mid-Market,Yes,No,Yes,4.26,0.43,34.85,34.42,No,10.85,9,19,20,0,10,58,High
CS-2026-003567,2026-05-25 07:00:00,2026-05-25 09:25:00,2026-05-26 12:51:00,Billing Correction,Standard,TEAM-05,AN-029,Manual Triage,1.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,6.42,2.42,29.85,27.43,Yes,,17,11,0,0,0,28,Low
CS-2026-006688,2026-04-17 12:00:00,2026-04-17 12:46:00,2026-04-18 15:22:00,Claims Dispute,Standard,TEAM-02,AN-016,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Individual,No,No,No,4.97,0.77,27.37,26.6,Yes,,26,11,0,0,0,37,Moderate
CS-2026-006851,2026-06-20 07:30:00,2026-06-20 09:32:00,2026-06-25 05:24:00,Claims Dispute,Low,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,No,No issue identified,No,Small Group,No,No,No,9.62,2.03,117.9,115.87,No,45.9,26,5,0,0,0,31,Moderate
CS-2026-010448,2026-03-28 12:45:00,2026-03-28 17:31:00,2026-04-01 04:20:00,Authorization Review,High,TEAM-04,AN-023,Analyst Self-Select,1.0,Resolved,48,No,Missing documentation,Yes,Individual,Yes,No,Yes,9.37,4.77,87.58,82.82,No,39.58,22,19,20,0,10,71,High
CS-2026-007233,2026-05-05 09:30:00,2026-05-05 09:40:00,2026-05-09 16:45:00,Claims Dispute,Low,TEAM-02,AN-015,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,No,No,8.22,0.17,103.25,103.08,No,31.25,26,5,20,0,0,51,Moderate
CS-2026-005074,2026-04-11 16:15:00,2026-04-11 17:02:00,2026-04-13 20:24:00,Authorization Review,High,TEAM-04,AN-023,Auto-Routed,0.0,Resolved,48,No,External party delay,No,Mid-Market,No,No,No,4.82,0.78,52.15,51.37,No,4.15,22,19,0,0,0,41,Moderate
CS-2026-007630,2026-06-04 07:45:00,2026-06-04 08:47:00,2026-06-05 03:59:00,Billing Correction,Urgent,TEAM-05,AN-031,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,No,2.64,1.03,20.23,19.2,Yes,,17,25,0,0,0,42,Moderate
CS-2026-013238,2026-05-07 17:30:00,2026-05-08 00:12:00,2026-05-15 05:21:00,Authorization Review,Low,TEAM-04,AN-027,Analyst Self-Select,1.0,Resolved,48,No,Policy exception required,No,Small Group,No,Yes,No,6.52,6.7,179.85,173.15,No,131.85,22,5,0,15,0,42,Moderate
CS-2026-007251,2026-05-15 17:00:00,2026-05-15 18:10:00,2026-05-18 06:14:00,Billing Correction,Standard,TEAM-05,AN-028,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,Yes,Individual,No,Yes,No,7.02,1.17,61.23,60.07,Yes,,17,11,0,15,0,43,Moderate
CS-2026-012438,2026-02-05 14:45:00,2026-02-05 15:11:00,2026-02-07 05:00:00,Enrollment Change,Standard,TEAM-03,AN-019,Auto-Routed,0.0,Resolved,24,No,Missing documentation,No,Small Group,No,No,No,3.38,0.43,38.25,37.82,No,14.25,9,11,0,0,0,20,Low
CS-2026-001652,2026-01-29 16:45:00,2026-01-29 20:19:00,2026-01-31 03:48:00,Enrollment Change,Standard,TEAM-03,AN-020,Auto-Routed,0.0,Resolved,24,No,External party delay,No,Enterprise,No,No,No,2.93,3.57,35.05,31.48,No,11.05,9,11,0,0,0,20,Low
CS-2026-001400,2026-06-10 13:15:00,2026-06-10 15:58:00,2026-06-13 18:45:00,Coverage Termination,Standard,TEAM-01,AN-007,Auto-Routed,1.0,Resolved,96,Yes,System data gap,Yes,Individual,No,No,No,12.86,2.72,77.5,74.78,Yes,,30,11,0,0,0,41,Moderate
CS-2026-000770,2026-04-19 10:15:00,2026-04-19 10:15:00,2026-04-19 20:42:00,Enrollment Change,Urgent,TEAM-03,AN-017,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Enterprise,No,No,No,2.91,0.0,10.45,10.45,Yes,,9,25,0,0,0,34,Moderate
CS-2026-004154,2026-05-05 12:15:00,2026-05-05 13:54:00,2026-05-07 06:14:00,Authorization Review,High,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Individual,No,No,No,4.82,1.65,41.98,40.33,Yes,,22,19,0,0,0,41,Moderate
CS-2026-014016,2026-04-04 16:45:00,2026-04-04 17:49:00,2026-04-06 09:13:00,Billing Correction,High,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,No,No,Yes,5.21,1.07,40.47,39.4,Yes,,17,19,0,0,10,46,Moderate
CS-2026-009715,2026-01-29 15:00:00,2026-01-29 19:53:00,2026-01-31 06:51:00,Authorization Review,High,TEAM-04,AN-027,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Individual,No,No,No,3.22,4.88,39.85,34.97,Yes,,22,19,0,0,0,41,Moderate
CS-2026-008049,2026-03-27 14:00:00,2026-03-27 15:13:00,2026-03-31 19:43:00,Billing Correction,Standard,TEAM-05,AN-028,Auto-Routed,1.0,Resolved,72,No,Missing documentation,No,Enterprise,Yes,No,No,9.02,1.22,101.72,100.5,No,29.72,17,11,20,0,0,48,Moderate
CS-2026-002567,2026-04-03 14:30:00,2026-04-03 17:43:00,2026-04-08 14:38:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Manual Triage,2.0,Resolved,48,No,No issue identified,No,Small Group,No,No,No,9.71,3.22,120.13,116.92,No,72.13,13,11,0,0,0,24,Low
CS-2026-003598,2026-04-22 12:00:00,2026-04-22 12:35:00,2026-04-23 13:30:00,Enrollment Change,High,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,24,No,No issue identified,No,Small Group,No,No,No,3.46,0.58,25.5,24.92,No,1.5,9,19,0,0,0,28,Low
CS-2026-014554,2026-05-24 09:15:00,2026-05-24 09:24:00,2026-05-25 10:42:00,Enrollment Change,Urgent,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,24,No,Complex eligibility,No,Enterprise,No,No,No,4.14,0.15,25.45,25.3,No,1.45,9,25,0,0,0,34,Moderate
CS-2026-008228,2026-01-08 16:30:00,2026-01-08 19:13:00,2026-01-11 14:44:00,Claims Dispute,Standard,TEAM-02,AN-011,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Enterprise,Yes,No,No,9.98,2.72,70.23,67.52,Yes,,26,11,20,0,0,57,High
CS-2026-013567,2026-02-28 07:30:00,2026-02-28 08:21:00,2026-02-28 22:58:00,Claims Dispute,Urgent,TEAM-02,AN-013,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,No,No,No,5.76,0.85,15.47,14.62,Yes,,26,25,0,0,0,51,Moderate
CS-2026-015137,2026-03-01 15:30:00,2026-03-01 16:31:00,2026-03-04 15:00:00,Claims Dispute,Standard,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,Yes,6.97,1.02,71.5,70.48,Yes,,26,11,0,0,10,47,Moderate
CS-2026-003715,2026-06-24 07:00:00,2026-06-24 10:56:00,2026-06-27 03:22:00,Billing Correction,Standard,TEAM-05,AN-032,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Enterprise,No,No,No,6.4,3.93,68.37,64.43,Yes,,17,11,0,0,0,28,Low
CS-2026-007790,2026-01-28 16:15:00,2026-01-28 16:23:00,2026-01-29 02:21:00,Enrollment Change,Urgent,TEAM-03,AN-019,Auto-Routed,1.0,Resolved,24,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,5.89,0.13,10.1,9.97,Yes,,9,25,0,0,0,34,Moderate
CS-2026-005268,2026-04-23 17:30:00,2026-04-23 18:52:00,2026-04-26 18:10:00,Coverage Termination,High,TEAM-01,AN-001,Auto-Routed,0.0,Resolved,96,Yes,Missing documentation,No,Mid-Market,Yes,No,No,12.02,1.37,72.67,71.3,Yes,,30,19,20,0,0,69,High
CS-2026-003386,2026-02-11 08:30:00,2026-02-11 09:11:00,2026-02-13 16:45:00,Enrollment Change,Standard,TEAM-01,AN-007,Auto-Routed,1.0,Resolved,24,No,Policy exception required,No,Enterprise,No,Yes,No,5.52,0.68,56.25,55.57,No,32.25,9,11,0,15,0,35,Moderate
CS-2026-012919,2026-01-23 11:00:00,2026-01-23 13:24:00,2026-02-05 00:11:00,Authorization Review,Low,TEAM-04,AN-024,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,Yes,No,12.91,2.4,301.18,298.78,No,253.18,22,5,20,15,0,62,High
CS-2026-001881,2026-04-06 16:15:00,2026-04-06 16:44:00,2026-04-08 15:17:00,Claims Dispute,High,TEAM-02,AN-016,Auto-Routed,0.0,Resolved,72,Yes,Incorrect initial routing,No,Small Group,No,Yes,No,8.47,0.48,47.03,46.55,Yes,,26,19,0,15,0,60,High
CS-2026-014362,2026-05-15 08:30:00,2026-05-15 08:54:00,2026-05-19 09:17:00,Coverage Termination,Standard,TEAM-05,AN-033,Auto-Routed,1.0,Resolved,96,No,External party delay,No,Enterprise,No,Yes,No,12.94,0.4,96.78,96.38,No,0.78,30,11,0,15,0,56,High
CS-2026-003339,2026-02-26 07:15:00,2026-02-26 10:08:00,2026-03-01 21:18:00,Authorization Review,Standard,TEAM-04,AN-025,Auto-Routed,0.0,Resolved,48,No,Policy exception required,No,Mid-Market,No,Yes,No,5.52,2.88,86.05,83.17,No,38.05,22,11,0,15,0,48,Moderate
CS-2026-008955,2026-03-25 10:00:00,2026-03-25 16:14:00,2026-03-28 11:20:00,Billing Correction,Standard,TEAM-02,AN-016,Analyst Self-Select,0.0,Resolved,72,No,Missing documentation,No,Enterprise,Yes,No,No,7.22,6.23,73.33,67.1,No,1.33,17,11,20,0,0,48,Moderate
CS-2026-015328,2026-03-30 09:30:00,2026-03-30 09:54:00,2026-03-31 04:49:00,Enrollment Change,Standard,TEAM-03,AN-021,Auto-Routed,0.0,Resolved,24,Yes,System data gap,No,Individual,No,No,No,2.51,0.4,19.32,18.92,Yes,,9,11,0,0,0,20,Low
CS-2026-009100,2026-03-27 13:30:00,2026-03-27 16:16:00,2026-04-01 05:49:00,Billing Correction,Low,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,No,Incorrect initial routing,No,Mid-Market,No,No,No,7.17,2.77,112.32,109.55,No,40.32,17,5,0,0,0,22,Low
CS-2026-012804,2026-05-10 10:00:00,2026-05-10 11:05:00,2026-05-11 23:05:00,Claims Dispute,Standard,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,No,Yes,No,6.3,1.08,37.08,36.0,Yes,,26,11,0,15,0,52,Moderate
CS-2026-009286,2026-04-01 09:45:00,2026-04-01 09:49:00,2026-04-03 12:24:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,5.75,0.07,50.65,50.58,No,2.65,13,11,20,0,0,44,Moderate
CS-2026-000530,2026-05-31 11:00:00,2026-05-31 15:48:00,2026-06-03 17:18:00,Claims Dispute,High,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,No,Missing documentation,No,Enterprise,Yes,No,No,13.72,4.8,78.3,73.5,No,6.3,26,19,20,0,0,65,High
CS-2026-009232,2026-03-17 16:45:00,2026-03-17 16:52:00,2026-03-18 08:20:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,No issue identified,No,Enterprise,No,No,No,3.51,0.12,15.58,15.47,Yes,,13,11,0,0,0,24,Low
CS-2026-013797,2026-01-27 17:15:00,2026-01-27 18:01:00,2026-01-30 16:10:00,Enrollment Change,Low,TEAM-03,AN-018,Auto-Routed,0.0,Resolved,24,No,No issue identified,No,Small Group,No,No,Yes,4.23,0.77,70.92,70.15,No,46.92,9,5,0,0,10,24,Low
CS-2026-009167,2026-03-27 07:30:00,2026-03-27 10:15:00,2026-03-29 16:01:00,Authorization Review,Low,TEAM-04,AN-024,Manual Triage,0.0,Resolved,48,No,External party delay,No,Small Group,No,No,Yes,5.17,2.75,56.52,53.77,No,8.52,22,5,0,0,10,37,Moderate
CS-2026-005717,2026-01-05 09:00:00,2026-01-05 11:50:00,2026-01-06 04:56:00,Benefits Inquiry,Standard,TEAM-01,AN-004,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Small Group,No,No,Yes,3.68,2.83,19.93,17.1,Yes,,13,11,0,0,10,34,Moderate
CS-2026-005021,2026-02-07 15:15:00,2026-02-07 15:25:00,2026-02-09 13:36:00,Authorization Review,High,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,Yes,No issue identified,No,Individual,No,No,No,3.4,0.17,46.35,46.18,Yes,,22,19,0,0,0,41,Moderate
CS-2026-013589,2026-02-06 13:45:00,2026-02-06 16:49:00,2026-02-07 21:14:00,Benefits Inquiry,Urgent,TEAM-01,AN-003,Auto-Routed,1.0,Resolved,48,Yes,No issue identified,No,Mid-Market,No,No,No,5.12,3.07,31.48,28.42,Yes,,13,25,0,0,0,38,Moderate
CS-2026-009469,2026-03-21 16:30:00,2026-03-21 19:36:00,2026-03-22 14:55:00,Enrollment Change,Standard,TEAM-03,AN-019,Auto-Routed,0.0,Resolved,24,Yes,No issue identified,No,Individual,No,Yes,No,3.43,3.1,22.42,19.32,Yes,,9,11,0,15,0,35,Moderate
CS-2026-015780,2026-04-18 08:30:00,2026-04-18 08:35:00,2026-04-22 13:00:00,Authorization Review,Standard,TEAM-04,AN-027,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Mid-Market,No,No,No,6.57,0.08,100.5,100.42,No,52.5,22,11,0,0,0,33,Moderate
CS-2026-014660,2026-05-22 10:45:00,2026-05-22 11:08:00,2026-05-25 00:41:00,Authorization Review,Standard,TEAM-04,AN-023,Auto-Routed,2.0,Resolved,48,No,Missing documentation,No,Enterprise,Yes,No,No,9.66,0.38,61.93,61.55,No,13.93,22,11,20,0,0,53,Moderate
CS-2026-014569,2026-04-24 14:30:00,2026-04-24 18:28:00,2026-05-02 03:37:00,Claims Dispute,Low,TEAM-03,AN-018,Auto-Routed,1.0,Resolved,72,No,External party delay,No,Small Group,Yes,No,No,12.42,3.97,181.12,177.15,No,109.12,26,5,20,0,0,51,Moderate
CS-2026-005847,2026-01-21 13:30:00,2026-01-21 16:09:00,2026-01-22 18:18:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Manual Triage,1.0,Resolved,48,Yes,No issue identified,Yes,Mid-Market,No,No,No,6.1,2.65,28.8,26.15,Yes,,13,11,0,0,0,24,Low
CS-2026-015987,2026-05-10 15:45:00,2026-05-10 16:58:00,2026-05-16 01:56:00,Benefits Inquiry,Low,TEAM-05,AN-031,Auto-Routed,2.0,Resolved,48,No,Complex eligibility,No,Small Group,No,No,Yes,7.27,1.22,130.18,128.97,No,82.18,13,5,0,0,10,28,Low
CS-2026-004344,2026-06-05 17:15:00,2026-06-05 21:00:00,2026-06-07 03:32:00,Billing Correction,Low,TEAM-05,AN-033,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Mid-Market,No,No,No,3.1,3.75,34.28,30.53,Yes,,17,5,0,0,0,22,Low
CS-2026-004430,2026-02-26 14:45:00,2026-02-26 14:53:00,2026-03-02 06:37:00,Coverage Termination,Standard,TEAM-01,AN-006,Auto-Routed,0.0,Resolved,96,Yes,Policy exception required,No,Individual,No,Yes,No,9.21,0.13,87.87,87.73,Yes,,30,11,0,15,0,56,High
CS-2026-003137,2026-02-16 15:15:00,2026-02-16 16:25:00,2026-02-18 19:17:00,Benefits Inquiry,Low,TEAM-01,AN-009,Auto-Routed,1.0,Resolved,48,No,No issue identified,No,Small Group,No,No,No,6.23,1.17,52.03,50.87,No,4.03,13,5,0,0,0,18,Low
CS-2026-008541,2026-05-11 07:45:00,2026-05-11 09:58:00,2026-05-17 06:24:00,Authorization Review,Low,TEAM-04,AN-026,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,No,No,7.84,2.22,142.65,140.43,No,94.65,22,5,0,0,0,27,Low
CS-2026-015883,2026-01-21 16:15:00,2026-01-21 17:21:00,2026-01-23 01:59:00,Billing Correction,High,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,No,No,No,5.57,1.1,33.73,32.63,Yes,,17,19,0,0,0,36,Moderate
CS-2026-012424,2026-02-05 07:45:00,2026-02-05 08:55:00,2026-02-05 22:30:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Enterprise,No,Yes,No,3.68,1.17,14.75,13.58,Yes,,13,11,0,15,0,39,Moderate
CS-2026-003388,2026-06-13 13:15:00,2026-06-13 13:23:00,2026-06-15 10:28:00,Billing Correction,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,No,No,6.81,0.13,45.22,45.08,Yes,,17,11,20,0,0,48,Moderate
CS-2026-008868,2026-05-24 08:45:00,2026-05-24 10:01:00,2026-05-25 01:01:00,Billing Correction,Urgent,TEAM-05,AN-031,Auto-Routed,0.0,Resolved,72,Yes,System data gap,No,Mid-Market,No,No,No,3.08,1.27,16.27,15.0,Yes,,17,25,0,0,0,42,Moderate
CS-2026-000890,2026-04-18 16:30:00,2026-04-18 17:28:00,2026-04-26 12:56:00,Authorization Review,Low,TEAM-04,AN-026,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Mid-Market,No,No,No,7.18,0.97,188.43,187.47,No,140.43,22,5,0,0,0,27,Low
CS-2026-010463,2026-03-07 15:30:00,2026-03-07 22:12:00,2026-03-10 03:11:00,Authorization Review,Standard,TEAM-04,AN-027,Analyst Self-Select,0.0,Resolved,48,No,System data gap,No,Individual,No,No,Yes,5.76,6.7,59.68,52.98,No,11.68,22,11,0,0,10,43,Moderate
CS-2026-009359,2026-04-20 14:15:00,2026-04-20 15:30:00,2026-04-22 19:05:00,Coverage Termination,Standard,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,96,Yes,Missing documentation,No,Mid-Market,No,No,No,4.88,1.25,52.83,51.58,Yes,,30,11,0,0,0,41,Moderate
CS-2026-007694,2026-02-04 11:45:00,2026-02-04 12:10:00,2026-02-09 01:31:00,Billing Correction,Standard,TEAM-05,AN-028,Auto-Routed,1.0,Resolved,72,No,Policy exception required,No,Mid-Market,Yes,Yes,Yes,11.65,0.42,109.77,109.35,No,37.77,17,11,20,15,10,73,High
CS-2026-014633,2026-01-12 11:15:00,2026-01-12 11:45:00,2026-01-14 05:36:00,Benefits Inquiry,Standard,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Enterprise,No,No,No,3.96,0.5,42.35,41.85,Yes,,13,11,0,0,0,24,Low
CS-2026-011752,2026-03-21 10:45:00,2026-03-21 14:15:00,2026-03-22 12:51:00,Coverage Termination,Urgent,TEAM-01,AN-006,Auto-Routed,0.0,Resolved,96,Yes,Policy exception required,No,Mid-Market,No,No,No,6.37,3.5,26.1,22.6,Yes,,30,25,0,0,0,55,High
CS-2026-015206,2026-05-26 08:45:00,2026-05-26 12:20:00,2026-06-01 00:51:00,Billing Correction,Low,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,72,No,Policy exception required,No,Mid-Market,Yes,Yes,No,9.28,3.58,136.1,132.52,No,64.1,17,5,20,15,0,57,High
CS-2026-000425,2026-01-23 08:00:00,2026-01-23 09:58:00,2026-01-26 07:56:00,Authorization Review,Urgent,TEAM-04,AN-027,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Enterprise,Yes,No,No,6.71,1.97,71.93,69.97,No,23.93,22,25,20,0,0,67,High
CS-2026-009011,2026-06-04 09:15:00,2026-06-04 09:29:00,2026-06-06 01:01:00,Enrollment Change,Standard,TEAM-03,AN-019,Auto-Routed,0.0,Resolved,24,No,Missing documentation,No,Enterprise,Yes,No,No,3.83,0.23,39.77,39.53,No,15.77,9,11,20,0,0,40,Moderate
CS-2026-001150,2026-03-20 07:45:00,2026-03-20 08:13:00,2026-03-22 00:02:00,Billing Correction,Standard,TEAM-05,AN-028,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,No,No,7.36,0.47,40.28,39.82,Yes,,17,11,20,0,0,48,Moderate
CS-2026-000278,2026-02-09 08:15:00,2026-02-09 08:51:00,2026-02-12 11:30:00,Authorization Review,Standard,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,Yes,No,No,7.41,0.6,75.25,74.65,No,27.25,22,11,20,0,0,53,Moderate
CS-2026-013508,2026-03-05 15:15:00,2026-03-05 15:16:00,2026-03-06 09:52:00,Enrollment Change,Standard,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Small Group,No,No,Yes,1.68,0.02,18.62,18.6,Yes,,9,11,0,0,10,30,Moderate
CS-2026-010006,2026-05-31 07:00:00,2026-05-31 09:45:00,2026-06-02 09:42:00,Claims Dispute,Standard,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,Yes,8.37,2.75,50.7,47.95,Yes,,26,11,0,0,10,47,Moderate
CS-2026-013095,2026-06-19 07:30:00,2026-06-19 11:03:00,2026-06-22 09:27:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,No,Policy exception required,No,Small Group,No,Yes,No,5.51,3.55,73.95,70.4,No,25.95,13,11,0,15,0,39,Moderate
